seqnames	start	end	width	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
I	48550	48564	15	+	3	17	0.47	15	-2.76	0.52	0.06	Promoter	1	48564	51707	3144	1	YAL051W	YAL051W_mRNA	0
I	57506	57524	19	+	6	29	0.34	19	0.28	-0.45	0.05	Promoter	1	57518	57850	333	1	YAL044W-A	YAL044W-A_mRNA	0
I	61269	61304	36	+	7	84	0.37	36	4.88	-0.55	0.09	Promoter	1	61316	62563	1248	1	YAL042W	YAL042W_mRNA	-12
I	61579	61579	1	+	1	3	1	1	0	2	1	Exon (YAL042W_mRNA/YAL042W, exon 1 of 1)	1	61316	62563	1248	1	YAL042W	YAL042W_mRNA	263
I	62101	62101	1	+	1	3	1	1	0	2	1	Promoter	1	62840	65404	2565	1	YAL041W	YAL041W_mRNA	-739
I	62126	62147	22	+	3	12	0.42	22	4	0.45	0.02	Promoter	1	62840	65404	2565	1	YAL041W	YAL041W_mRNA	-693
I	62173	62185	13	+	2	6	0.5	13	0	1	0	Promoter	1	62840	65404	2565	1	YAL041W	YAL041W_mRNA	-655
I	62214	62217	4	+	2	7	0.57	4	-0.21	1.01	0.01	Promoter	1	62840	65404	2565	1	YAL041W	YAL041W_mRNA	-623
I	62331	62331	1	+	1	6	1	1	0	2	1	Promoter	1	62840	65404	2565	1	YAL041W	YAL041W_mRNA	-509
I	62773	62776	4	+	2	9	0.67	4	0.5	1.08	0.08	Promoter	1	62840	65404	2565	1	YAL041W	YAL041W_mRNA	-64
I	62808	62827	20	+	2	7	0.57	20	-1.36	1.01	0.01	Promoter	1	62840	65404	2565	1	YAL041W	YAL041W_mRNA	-13
I	62936	62936	1	+	1	3	1	1	0	2	1	Promoter	1	62840	65404	2565	1	YAL041W	YAL041W_mRNA	96
I	71649	71670	22	+	2	10	0.5	22	0	1	0	Promoter	1	71786	73288	1503	1	YAL038W	YAL038W_mRNA	-116
I	71696	71780	85	+	13	427	0.44	85	17.94	-0.66	0.28	Promoter	1	71786	73288	1503	1	YAL038W	YAL038W_mRNA	-6
I	71828	71828	1	+	1	4	1	1	0	2	1	Promoter	1	71786	73288	1503	1	YAL038W	YAL038W_mRNA	42
I	72034	72043	10	+	2	8	0.62	10	-1.12	1.05	0.05	Exon (YAL038W_mRNA/YAL038W, exon 1 of 1)	1	71786	73288	1503	1	YAL038W	YAL038W_mRNA	248
I	72458	72524	67	+	8	36	0.22	67	-7.06	-0.89	0.04	Exon (YAL038W_mRNA/YAL038W, exon 1 of 1)	1	71786	73288	1503	1	YAL038W	YAL038W_mRNA	672
I	72550	72586	37	+	7	32	0.22	37	-0.72	-0.76	0.02	Exon (YAL038W_mRNA/YAL038W, exon 1 of 1)	1	71786	73288	1503	1	YAL038W	YAL038W_mRNA	764
I	72620	72620	1	+	1	3	1	1	0	2	1	Exon (YAL038W_mRNA/YAL038W, exon 1 of 1)	1	71786	73288	1503	1	YAL038W	YAL038W_mRNA	834
I	72661	72661	1	+	1	4	1	1	0	2	1	Exon (YAL038W_mRNA/YAL038W, exon 1 of 1)	1	71786	73288	1503	1	YAL038W	YAL038W_mRNA	875
I	72688	72719	32	+	3	14	0.5	32	1.36	0.51	0.06	Exon (YAL038W_mRNA/YAL038W, exon 1 of 1)	1	71786	73288	1503	1	YAL038W	YAL038W_mRNA	902
I	72758	72829	72	+	6	18	0.17	72	-4.33	-0.58	0	Exon (YAL038W_mRNA/YAL038W, exon 1 of 1)	1	71786	73288	1503	1	YAL038W	YAL038W_mRNA	972
I	73940	73940	1	+	1	3	1	1	0	2	1	Promoter	1	74020	74823	804	1	YAL037W	YAL037W_mRNA	-80
I	76344	76418	75	+	20	607	0.37	75	14.96	-1.13	0.28	Promoter	1	76427	79435	3009	1	YAL035W	YAL035W_mRNA	-9
I	76594	76594	1	+	1	3	1	1	0	2	1	Exon (YAL035W_mRNA/YAL035W, exon 1 of 1)	1	76427	79435	3009	1	YAL035W	YAL035W_mRNA	167
I	79674	79695	22	+	3	17	0.53	22	3.44	0.53	0.07	Promoter	1	79718	80587	870	1	YAL034W-A	YAL034W-A_mRNA	-23
I	82688	82711	24	+	4	23	0.39	24	-2.37	0.17	0.09	Promoter	1	82706	83227	522	1	YAL033W	YAL033W_mRNA	0
I	87250	87264	15	+	3	28	0.71	15	4.29	0.85	0.28	Promoter	1	87286	87752	467	1	YAL030W	YAL030W_mRNA	-22
I	92849	92889	41	+	5	30	0.3	41	-5.47	-0.21	0.05	Promoter	1	92900	94486	1587	1	YAL028W	YAL028W_mRNA	-11
I	94591	94655	65	+	8	36	0.19	65	-1.92	-0.93	0.02	Promoter	1	94687	95472	786	1	YAL027W	YAL027W_mRNA	-32
I	114803	114811	9	+	2	12	0.67	9	-1.33	1.08	0.08	Promoter	1	114919	118314	3396	1	YAL019W	YAL019W_mRNA	-108
I	114862	114862	1	+	1	3	1	1	0	2	1	Promoter	1	114919	118314	3396	1	YAL019W	YAL019W_mRNA	-57
I	119843	119891	49	+	11	70	0.26	49	-2.07	-1.13	0.09	Promoter	1	120225	124295	4071	1	YAL017W	YAL017W_mRNA	-334
I	119953	119963	11	+	3	16	0.44	11	1.19	0.45	0.02	Promoter	1	120225	124295	4071	1	YAL017W	YAL017W_mRNA	-262
I	124789	124818	30	+	5	38	0.29	30	-5.05	-0.16	0.07	Promoter	1	124879	126786	1908	1	YAL016W	YAL016W_mRNA	-61
I	129208	129263	56	+	28	705	0.16	56	-0.03	-2.22	0.12	Promoter	1	129270	130487	1218	1	YAL013W	YAL013W_mRNA	-7
I	129297	129297	1	+	1	5	1	1	0	2	1	Promoter	1	129270	130487	1218	1	YAL013W	YAL013W_mRNA	27
I	130686	130779	94	+	17	202	0.26	94	-2.59	-1.34	0.18	Promoter	1	130799	131983	1185	1	YAL012W	YAL012W_mRNA	-20
I	135829	135829	1	+	1	10	1	1	0	2	1	Promoter	1	135854	136633	780	1	YAL009W	YAL009W_mRNA	-25
I	135854	135854	1	+	1	3	1	1	0	2	1	Promoter	1	135854	136633	780	1	YAL009W	YAL009W_mRNA	0
I	136852	136882	31	+	4	34	0.35	31	3.65	0.14	0.07	Promoter	1	136914	137510	597	1	YAL008W	YAL008W_mRNA	-32
I	142035	142035	1	+	1	3	1	1	0	2	1	Promoter	1	142174	143160	987	1	YAL003W	YAL003W_mRNA	-139
I	142117	142195	79	+	25	469	0.23	79	-8.71	-1.95	0.15	Promoter	1	142174	143160	987	1	YAL003W	YAL003W_mRNA	0
I	142237	142242	6	+	2	9	0.67	6	0.83	1.08	0.08	Promoter	1	142174	143160	987	1	YAL003W	YAL003W_mRNA	63
I	142648	142648	1	+	1	3	1	1	0	2	1	Exon (YAL003W_mRNA/YAL003W, exon 2 of 2)	1	142367	142468	102	1	snR18	snR18_snoRNA	281
I	142696	142713	18	+	5	23	0.35	18	3.8	-0.19	0.06	Exon (YAL003W_mRNA/YAL003W, exon 2 of 2)	1	142367	142468	102	1	snR18	snR18_snoRNA	329
I	142765	142869	105	+	11	47	0.15	105	-9.47	-1.4	0.02	Exon (YAL003W_mRNA/YAL003W, exon 2 of 2)	1	142367	142468	102	1	snR18	snR18_snoRNA	398
I	142903	142936	34	+	3	10	0.4	34	0.3	0.43	0.01	Exon (YAL003W_mRNA/YAL003W, exon 2 of 2)	1	142367	142468	102	1	snR18	snR18_snoRNA	536
I	143616	143616	1	+	1	4	1	1	0	2	1	Promoter	1	143707	147531	3825	1	YAL002W	YAL002W_mRNA	-91
I	152208	152228	21	+	3	45	0.73	21	-0.87	0.95	0.34	Promoter	1	152257	153876	1620	1	YAR002W	YAR002W_mRNA	-29
I	154958	154958	1	+	1	3	1	1	0	2	1	Promoter	1	155005	156285	1281	1	YAR003W	YAR003W_mRNA	-47
I	158847	158864	18	+	3	24	0.38	18	-1.71	0.42	0	Promoter	1	158966	159793	828	1	YAR008W	YAR008W_mRNA	-102
I	158897	158897	1	+	1	5	1	1	0	2	1	Promoter	1	158966	159793	828	1	YAR008W	YAR008W_mRNA	-69
I	169263	169286	24	+	5	29	0.48	24	0.71	-0.02	0.13	Promoter	1	169375	170295	921	1	YAR015W	YAR015W_mRNA	-89
I	169312	169330	19	+	5	31	0.45	19	0.45	-0.04	0.12	Promoter	1	169375	170295	921	1	YAR015W	YAR015W_mRNA	-45
I	182843	182843	1	+	1	3	1	1	0	2	1	Promoter	1	183770	184477	708	1	YAR027W	YAR027W_mRNA	-927
I	183690	183690	1	+	1	3	1	1	0	2	1	Promoter	1	183770	184477	708	1	YAR027W	YAR027W_mRNA	-80
I	183794	183794	1	+	1	4	1	1	0	2	1	Promoter	1	183770	184477	708	1	YAR027W	YAR027W_mRNA	24
I	190149	190149	1	+	1	6	1	1	0	2	1	Promoter	1	190193	192256	2064	1	YAR035W	YAR035W_mRNA	-44
I	192549	192583	35	+	5	20	0.3	35	0.35	-0.25	0.03	Promoter	1	192619	196185	3567	1	YAR042W	YAR042W_mRNA	-36
I	195689	195689	1	+	1	4	1	1	0	2	1	Exon (YAR042W_mRNA/YAR042W, exon 1 of 1)	1	192619	196185	3567	1	YAR042W	YAR042W_mRNA	3070
I	199098	199098	1	+	1	8	1	1	0	2	1	Distal Intergenic	1	203403	208016	4614	1	YAR050W	YAR050W_mRNA	-4305
I	199134	199134	1	+	1	3	1	1	0	2	1	Distal Intergenic	1	203403	208016	4614	1	YAR050W	YAR050W_mRNA	-4269
I	199256	199261	6	+	2	6	0.5	6	0	1	0	Distal Intergenic	1	203403	208016	4614	1	YAR050W	YAR050W_mRNA	-4142
I	223297	223297	1	+	1	4	1	1	0	2	1	Distal Intergenic	1	222406	222891	486	1	YAR068W	YAR068W_mRNA	891
I	32367	32391	25	-	2	7	0.57	25	1.71	1.01	0.01	Distal Intergenic	1	24000	27968	3969	2	YAL063C	YAL063C_mRNA	-4423
I	32501	32501	1	-	1	3	1	1	0	2	1	Distal Intergenic	1	36496	36918	423	2	YAL059C-A	YAL059C-A_mRNA	4417
I	32549	32549	1	-	1	4	1	1	0	2	1	Distal Intergenic	1	36496	36918	423	2	YAL059C-A	YAL059C-A_mRNA	4369
I	32684	32728	45	-	6	36	0.28	45	-4.11	-0.46	0.05	Distal Intergenic	1	36496	36918	423	2	YAL059C-A	YAL059C-A_mRNA	4234
I	32754	32757	4	-	2	7	0.57	4	-0.21	1.01	0.01	Distal Intergenic	1	36496	36918	423	2	YAL059C-A	YAL059C-A_mRNA	4164
I	32951	32982	32	-	4	23	0.43	32	0.59	0.14	0.07	Distal Intergenic	1	36496	36918	423	2	YAL059C-A	YAL059C-A_mRNA	3967
I	34355	34362	8	-	3	25	0.56	8	-0.98	0.64	0.14	Distal Intergenic	1	36496	36918	423	2	YAL059C-A	YAL059C-A_mRNA	2563
I	34404	34404	1	-	1	4	1	1	0	2	1	Distal Intergenic	1	36496	36918	423	2	YAL059C-A	YAL059C-A_mRNA	2514
I	52617	52617	1	-	1	4	1	1	0	2	1	Promoter	1	51855	52595	741	2	YAL049C	YAL049C_mRNA	-22
I	52651	52661	11	-	2	12	0.67	11	1.67	1.08	0.08	Promoter	1	51855	52595	741	2	YAL049C	YAL049C_mRNA	-66
I	54790	54799	10	-	2	9	0.56	10	0.5	1.01	0.01	Promoter	1	52801	54789	1989	2	YAL048C	YAL048C_mRNA	-10
I	56882	56886	5	-	2	7	0.57	5	0.29	1.01	0.01	Promoter	1	54989	56857	1869	2	YAL047C	YAL047C_mRNA	-29
I	57409	57409	1	-	1	3	1	1	0	2	1	Promoter	1	57029	57385	357	2	YAL046C	YAL046C_mRNA	-24
I	58469	58476	8	-	3	24	0.58	8	-1.17	0.62	0.13	Promoter	1	57950	58462	513	2	YAL044C	YAL044C_mRNA	-14
I	67833	67850	18	-	6	67	0.31	18	0.54	-0.31	0.1	Promoter	1	65778	67520	1743	2	YAL040C	YAL040C_mRNA	-330
I	69553	69596	44	-	8	50	0.26	44	1.14	-0.87	0.04	Promoter	1	68716	69525	810	2	YAL039C	YAL039C_mRNA	-71
I	76184	76199	16	-	3	13	0.46	16	-2.5	0.47	0.04	Promoter	1	75043	76152	1110	2	YAL036C	YAL036C_mRNA	-47
I	81978	82001	24	-	5	24	0.38	24	1.12	-0.16	0.07	Promoter	1	80710	81951	1242	2	YAL034C	YAL034C_mRNA	-50
I	84494	84509	16	-	5	18	0.28	16	0.06	-0.29	0.01	Promoter	1	83335	84474	1140	2	YAL032C	YAL032C_mRNA	-35
I	87060	87078	19	-	2	20	0.8	19	5.4	1.28	0.28	Promoter	1	84749	87031	2283	2	YAL031C	YAL031C_mRNA	-47
I	92473	92486	14	-	2	9	0.67	14	-2.17	1.08	0.08	Promoter	1	87855	92270	4416	2	YAL029C	YAL029C_mRNA	-216
I	92518	92518	1	-	1	3	1	1	0	2	1	Promoter	1	87855	92270	4416	2	YAL029C	YAL029C_mRNA	-248
I	99764	99783	20	-	2	16	0.81	20	5.94	1.3	0.3	Promoter	1	95630	99697	4068	2	YAL026C	YAL026C_mRNA	-86
I	100912	100912	1	-	1	4	1	1	0	2	1	Exon (YAL025C_mRNA/YAL025C, exon 1 of 1)	1	100225	101145	921	2	YAL025C	YAL025C_mRNA	233
I	101151	101196	46	-	13	308	0.18	46	-4.39	-1.39	0.08	Promoter	1	100225	101145	921	2	YAL025C	YAL025C_mRNA	-51
I	101236	101236	1	-	1	3	1	1	0	2	1	Promoter	1	100225	101145	921	2	YAL025C	YAL025C_mRNA	-91
I	105976	105976	1	-	1	3	1	1	0	2	1	Promoter	1	101565	105872	4308	2	YAL024C	YAL024C_mRNA	-104
I	108639	108643	5	-	2	8	0.5	5	0	1	0	Promoter	1	106272	108551	2280	2	YAL023C	YAL023C_mRNA	-92
I	110446	110446	1	-	1	7	1	1	0	2	1	Promoter	1	108877	110430	1554	2	YAL022C	YAL022C_mRNA	-16
I	113389	113420	32	-	6	32	0.28	32	1.53	-0.47	0.04	Promoter	1	110846	113359	2514	2	YAL021C	YAL021C_mRNA	-61
I	114025	114025	1	-	1	3	1	1	0	2	1	Exon (YAL020C_mRNA/YAL020C, exon 1 of 1)	1	113614	114615	1002	2	YAL020C	YAL020C_mRNA	590
I	114619	114621	3	-	2	15	0.67	3	-0.33	1.08	0.08	Promoter	1	113614	114615	1002	2	YAL020C	YAL020C_mRNA	-6
I	128102	128102	1	-	1	3	1	1	0	2	1	Promoter	1	126903	128102	1200	2	YAL015C	YAL015C_mRNA	0
I	129047	129067	21	-	3	14	0.43	21	-1.57	0.47	0.03	Promoter	1	128252	129019	768	2	YAL014C	YAL014C_mRNA	-48
I	135686	135702	17	-	5	24	0.38	17	-1.5	-0.16	0.07	Promoter	1	134184	135665	1482	2	YAL010C	YAL010C_mRNA	-37
I	138394	138453	60	-	6	64	0.31	60	-1.86	-0.33	0.1	Promoter	1	137698	138345	648	2	YAL007C	YAL007C_mRNA	-108
I	140753	140757	5	-	2	6	0.5	5	0	1	0	Exon (YAL005C_mRNA/YAL005C, exon 1 of 1)	1	139503	141431	1929	2	YAL005C	YAL005C_mRNA	678
I	140798	140798	1	-	1	3	1	1	0	2	1	Exon (YAL005C_mRNA/YAL005C, exon 1 of 1)	1	139503	141431	1929	2	YAL005C	YAL005C_mRNA	633
I	140836	140841	6	-	2	6	0.5	6	0	1	0	Exon (YAL005C_mRNA/YAL005C, exon 1 of 1)	1	139503	141431	1929	2	YAL005C	YAL005C_mRNA	595
I	140883	140883	1	-	1	4	1	1	0	2	1	Exon (YAL005C_mRNA/YAL005C, exon 1 of 1)	1	139503	141431	1929	2	YAL005C	YAL005C_mRNA	548
I	141114	141116	3	-	2	11	0.73	3	-0.45	1.15	0.15	Exon (YAL005C_mRNA/YAL005C, exon 1 of 1)	1	139503	141431	1929	2	YAL005C	YAL005C_mRNA	317
I	141203	141203	1	-	1	4	1	1	0	2	1	Exon (YAL005C_mRNA/YAL005C, exon 1 of 1)	1	139503	141431	1929	2	YAL005C	YAL005C_mRNA	228
I	141441	141522	82	-	17	327	0.41	82	8.78	-0.97	0.27	Promoter	1	139503	141431	1929	2	YAL005C	YAL005C_mRNA	-91
I	141585	141585	1	-	1	3	1	1	0	2	1	Promoter	1	139503	141431	1929	2	YAL005C	YAL005C_mRNA	-154
I	141641	141661	21	-	3	11	0.36	21	-1.64	0.43	0.01	Promoter	1	139503	141431	1929	2	YAL005C	YAL005C_mRNA	-230
I	151189	151203	15	-	2	16	0.75	15	3.5	1.19	0.19	Promoter	1	147594	151166	3573	2	YAL001C	YAL001C_mRNA	-37
I	154731	154767	37	-	10	52	0.21	37	-2.31	-1.18	0.04	Promoter	1	154065	154724	660	2	YAR002C-A	YAR002C-A_mRNA	-43
I	154798	154800	3	-	2	6	0.5	3	0	1	0	Promoter	1	154065	154724	660	2	YAR002C-A	YAR002C-A_mRNA	-76
I	158678	158698	21	-	2	8	0.5	21	0	1	0	Promoter	1	156754	158619	1866	2	YAR007C	YAR007C_mRNA	-79
I	164814	164814	1	-	1	5	1	1	0	2	1	Promoter	1	160597	164187	3591	2	YAR009C	YAR009C	-627
I	165919	165919	1	-	1	13	1	1	0	2	1	Promoter	1	164544	165866	1323	2	YAR010C	YAR010C	-53
I	168869	168869	1	-	1	3	1	1	0	2	1	Promoter	1	166742	168871	2130	2	YAR014C	YAR014C_mRNA	2
I	168954	168954	1	-	1	4	1	1	0	2	1	Promoter	1	166742	168871	2130	2	YAR014C	YAR014C_mRNA	-83
I	169019	169061	43	-	7	70	0.61	43	-11.61	0.11	0.33	Promoter	1	166742	168871	2130	2	YAR014C	YAR014C_mRNA	-190
I	175135	175135	1	-	1	3	1	1	0	2	1	Promoter	1	172211	175135	2925	2	YAR019C	YAR019C_mRNA	0
I	175161	175161	1	-	1	3	1	1	0	2	1	Promoter	1	172211	175135	2925	2	YAR019C	YAR019C_mRNA	-26
I	180088	180088	1	-	1	4	1	1	0	2	1	Promoter	1	179281	179820	540	2	YAR023C	YAR023C_mRNA	-268
I	187901	187901	1	-	1	3	1	1	0	2	1	Downstream (1-2kb)	1	186512	186853	342	2	YAR030C	YAR030C_mRNA	-1048
I	188530	188530	1	-	1	3	1	1	0	2	1	Downstream (2-3kb)	1	186512	186853	342	2	YAR030C	YAR030C_mRNA	-1677
I	188587	188587	1	-	1	3	1	1	0	2	1	Downstream (2-3kb)	1	186512	186853	342	2	YAR030C	YAR030C_mRNA	-1734
I	188634	188661	28	-	4	27	0.48	28	3.39	0.23	0.11	Downstream (2-3kb)	1	186512	186853	342	2	YAR030C	YAR030C_mRNA	-1808
I	198999	199014	16	-	2	9	0.56	16	-0.83	1.01	0.01	Distal Intergenic	1	201467	201787	321	2	YAR047C	YAR047C_mRNA	2788
I	207677	207677	1	-	1	6	1	1	0	2	1	Distal Intergenic	1	201467	201787	321	2	YAR047C	YAR047C_mRNA	-5890
I	222851	222851	1	-	1	3	1	1	0	2	1	Distal Intergenic	1	224011	224304	294	2	YAR069C	YAR069C_mRNA	1453
II	9332	9332	1	+	1	5	1	1	0	2	1	Promoter	2	9268	9372	105	1	YBL107W-A	YBL107W-A_mRNA	64
II	23980	23992	13	+	2	6	0.5	13	0	1	0	Promoter	2	24098	24745	648	1	YBL102W	YBL102W_mRNA	-106
II	24020	24020	1	+	1	8	1	1	0	2	1	Promoter	2	24098	24745	648	1	YBL102W	YBL102W_mRNA	-78
II	29884	29884	1	+	1	14	1	1	0	2	1	Promoter	2	29935	31251	1317	1	YBL100W-A	YBL100W-A	-51
II	31830	31830	1	+	1	3	1	1	0	2	1	Exon (YBL100W-B/YBL100W-B, exon 1 of 1)	2	29935	35248	5314	1	YBL100W-B	YBL100W-B	1895
II	31885	31885	1	+	1	3	1	1	0	2	1	Exon (YBL100W-B/YBL100W-B, exon 1 of 1)	2	29935	35248	5314	1	YBL100W-B	YBL100W-B	1950
II	36702	36757	56	+	10	86	0.34	56	16.67	-0.82	0.15	Promoter	2	37053	38690	1638	1	YBL099W	YBL099W_mRNA	-296
II	39115	39125	11	+	2	6	0.5	11	0	1	0	Promoter	2	39145	40527	1383	1	YBL098W	YBL098W_mRNA	-20
II	40768	40789	22	+	2	22	0.68	22	-3.82	1.1	0.1	Promoter	2	40831	43095	2265	1	YBL097W	YBL097W_mRNA	-42
II	43261	43267	7	+	2	10	0.6	7	0.6	1.03	0.03	Promoter	2	43277	44089	813	1	YBL095W	YBL095W_mRNA	-10
II	45364	45364	1	+	1	3	1	1	0	2	1	Promoter	2	45978	46370	393	1	YBL092W	YBL092W_mRNA	-614
II	45515	45651	137	+	26	388	0.2	137	29.21	-1.91	0.17	Promoter	2	45978	46370	393	1	YBL092W	YBL092W_mRNA	-327
II	45750	45750	1	+	1	3	1	1	0	2	1	Promoter	2	45978	46370	393	1	YBL092W	YBL092W_mRNA	-228
II	45978	45978	1	+	1	21	1	1	0	2	1	Promoter	2	45978	46370	393	1	YBL092W	YBL092W_mRNA	0
II	46575	46583	9	+	2	7	0.57	9	0.57	1.01	0.01	Downstream (2-3kb)	2	45978	46370	393	1	YBL092W	YBL092W_mRNA	597
II	48753	48753	1	+	1	4	1	1	0	2	1	Promoter	2	48825	49358	534	1	YBL090W	YBL090W_mRNA	-72
II	48794	48818	25	+	5	31	0.35	25	0.77	-0.15	0.08	Promoter	2	48825	49358	534	1	YBL090W	YBL090W_mRNA	-7
II	63661	63694	34	+	5	23	0.35	34	4.89	-0.19	0.06	Promoter	2	63876	66818	2943	1	YBL085W	YBL085W_mRNA	-182
II	63736	63763	28	+	5	64	0.58	28	-8.39	0.2	0.22	Promoter	2	63876	66818	2943	1	YBL085W	YBL085W_mRNA	-113
II	63846	63846	1	+	1	5	1	1	0	2	1	Promoter	2	63876	66818	2943	1	YBL085W	YBL085W_mRNA	-30
II	71540	71567	28	+	6	74	0.38	28	1.28	-0.16	0.16	Promoter	2	71866	72972	1107	1	YBL081W	YBL081W_mRNA	-299
II	75153	75210	58	+	5	22	0.32	58	4.5	-0.21	0.05	Promoter	2	75259	79767	4509	1	YBL079W	YBL079W_mRNA	-49
II	89926	89943	18	+	4	46	0.52	18	4.3	0.38	0.19	Promoter	2	89978	90226	249	1	YBL071W-A	YBL071W-A_mRNA	-35
II	89968	89968	1	+	1	5	1	1	0	2	1	Promoter	2	89978	90226	249	1	YBL071W-A	YBL071W-A_mRNA	-10
II	90685	90694	10	+	3	26	0.65	10	-2.54	0.75	0.21	Promoter	2	90741	92030	1290	1	YBL069W	YBL069W_mRNA	-47
II	92339	92356	18	+	3	16	0.56	18	-1.94	0.58	0.1	Promoter	2	92414	93394	981	1	YBL068W	YBL068W_mRNA	-58
II	92396	92396	1	+	1	4	1	1	0	2	1	Promoter	2	92414	93394	981	1	YBL068W	YBL068W_mRNA	-18
II	101869	101869	1	+	1	3	1	1	0	2	1	Promoter	2	101886	105221	3336	1	YBL063W	YBL063W_mRNA	-17
II	107689	107689	1	+	1	3	1	1	0	2	1	Promoter	2	107932	109995	2064	1	YBL060W	YBL060W_mRNA	-243
II	107884	107906	23	+	3	11	0.45	23	0	0.46	0.03	Promoter	2	107932	109995	2064	1	YBL060W	YBL060W_mRNA	-26
II	107936	107936	1	+	1	3	1	1	0	2	1	Promoter	2	107932	109995	2064	1	YBL060W	YBL060W_mRNA	4
II	110695	110700	6	+	2	10	0.6	6	0.5	1.03	0.03	Exon (YBL059W_mRNA/YBL059W, exon 1 of 2)	2	110594	111244	651	1	YBL059W	YBL059W_mRNA	101
II	111396	111409	14	+	4	47	0.4	14	1.63	0.14	0.07	Promoter	2	111437	112708	1272	1	YBL058W	YBL058W_mRNA	-28
II	113648	113648	1	+	1	3	1	1	0	2	1	Promoter	2	113762	115168	1407	1	YBL056W	YBL056W_mRNA	-114
II	113716	113730	15	+	3	19	0.58	15	-3.74	0.62	0.13	Promoter	2	113762	115168	1407	1	YBL056W	YBL056W_mRNA	-32
II	117460	117491	32	+	4	23	0.43	32	3.28	0.12	0.06	Promoter	2	117589	119166	1578	1	YBL054W	YBL054W_mRNA	-98
II	125038	125094	57	+	11	123	0.26	57	-14.88	-1.07	0.11	Promoter	2	125125	126119	995	1	YBL050W	YBL050W_mRNA	-31
II	132399	132432	34	+	4	24	0.33	34	1	0.04	0.02	Promoter	2	132424	133749	1326	1	YBL046W	YBL046W_mRNA	0
II	140991	140991	1	+	1	3	1	1	0	2	1	Promoter	2	141247	141972	726	1	YBL041W	YBL041W_mRNA	-256
II	141033	141033	1	+	1	3	1	1	0	2	1	Promoter	2	141247	141972	726	1	YBL041W	YBL041W_mRNA	-214
II	141191	141238	48	+	7	107	0.22	48	-1.23	-0.63	0.06	Promoter	2	141247	141972	726	1	YBL041W	YBL041W_mRNA	-9
II	143091	143108	18	+	3	18	0.61	18	-3	0.65	0.15	Promoter	2	143393	143572	180	1	YBL039W-B	YBL039W-B_mRNA	-285
II	146113	146136	24	+	5	41	0.32	24	2.55	-0.26	0.03	Promoter	2	146187	146885	699	1	YBL038W	YBL038W_mRNA	-51
